id_employee,age,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,augmentation_salaire_pourcentage,nombre_participation_pee,nb_formations_suivies,niveau_education,frequence_deplacement,annes_sous_responsable_actuel,ratio_loyaute,ratio_stagnation,ratio_salaire_comparatif,taux_volatilite,delta_evaluation,frustration_trajet,genre_M,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Consulting,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,heure_supplementaires_Oui,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,a_quitte_l_entreprise
510,26,3102,0,7,4,3,3,1,3,3,4,22,0,2,1,2,4,0.2307692307692307,0.0,0.9574155032597942,0.0,1,0.75,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
511,22,2244,1,2,1,1,3,2,4,3,3,13,1,1,3,1,2,0.0909090909090909,0.3333333333333333,0.6925984491666596,0.3333333333333333,0,2.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
513,36,7596,1,10,9,2,2,3,2,3,3,13,2,2,2,1,0,0.2777777777777778,0.8181818181818182,1.0970095002248246,0.0909090909090909,1,0.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
514,30,2285,9,3,0,3,3,4,3,3,4,23,0,4,3,2,0,0.0333333333333333,0.0,0.7052528771594551,2.25,1,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
515,37,3034,1,18,7,4,3,1,3,2,3,12,1,2,3,1,17,0.4864864864864865,0.631578947368421,0.9372384238580104,0.0526315789473684,0,4.666666666666667,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
516,40,5715,7,8,4,4,3,2,3,3,3,12,2,5,2,1,3,0.125,0.1666666666666666,0.8253566737473503,0.7777777777777778,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
517,42,2576,3,8,2,2,3,1,2,3,3,16,1,5,4,1,2,0.119047619047619,0.1666666666666666,0.7957568160376515,0.3333333333333333,0,0.25,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
518,37,4197,2,18,0,3,3,2,4,2,3,12,0,2,4,1,1,0.027027027027027,0.0,0.5753146876285102,0.1052631578947368,0,3.333333333333333,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
520,43,14336,1,25,10,1,2,2,3,3,3,11,1,3,3,1,9,0.5813953488372093,0.1153846153846153,0.8941251313651687,0.0384615384615384,1,3.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
521,40,3448,6,20,0,2,2,3,2,3,4,22,1,3,3,1,0,0.025,0.0,1.065127912149776,0.2857142857142857,2,0.5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
522,54,19406,4,24,2,1,3,1,3,2,3,11,1,4,2,1,2,0.074074074074074,0.2,1.210337074447019,0.16,0,1.6666666666666667,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
523,34,6538,9,6,2,3,3,3,1,3,3,15,1,3,4,0,2,0.088235294117647,0.25,0.944213811541588,1.2857142857142858,0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
524,31,4306,1,13,10,2,3,1,2,1,3,12,1,5,2,1,12,0.4193548387096774,0.2142857142857142,0.590256146039639,0.0714285714285714,0,3.5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
525,43,2258,7,8,2,4,3,4,1,3,4,20,1,1,3,2,2,0.0697674418604651,0.25,0.6975228612628172,0.7777777777777778,1,5.25,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
526,43,4522,4,8,2,3,3,3,4,3,3,14,0,3,4,1,2,0.1162790697674418,0.0,0.6006298490876719,0.4444444444444444,0,2.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
527,25,4487,1,5,4,2,2,4,2,3,3,11,0,3,2,1,3,0.2,0.1666666666666666,0.6480096929316467,0.1666666666666666,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
529,37,4449,3,15,11,2,3,3,1,3,3,15,2,2,5,0,7,0.3513513513513513,0.7142857142857143,1.373159759510904,0.1875,0,6.25,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
530,31,2218,1,4,2,4,2,1,3,3,3,12,1,3,2,1,2,0.1290322580645161,0.6,0.6851663889640959,0.2,1,0.25,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
531,39,19197,1,21,8,2,3,3,3,3,3,14,1,3,1,2,6,0.5384615384615384,0.0454545454545454,1.117294929447753,0.0454545454545454,0,0.25,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
532,56,13212,9,36,7,3,4,1,4,2,3,11,3,0,3,2,7,0.125,0.875,1.90806865678915,0.2432432432432432,-1,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
533,30,6577,0,6,4,2,3,3,2,3,3,11,0,6,3,1,4,0.1666666666666666,0.6666666666666666,0.949846166795507,0.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
534,41,8392,1,10,7,2,4,1,3,3,3,16,1,2,3,1,7,0.2439024390243902,0.0,1.211967315150965,0.0909090909090909,-1,0.25,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
536,28,4558,1,10,0,3,3,1,4,3,3,12,1,2,2,1,8,0.3571428571428571,0.0909090909090909,1.4080200184392917,0.0909090909090909,0,4.25,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
538,25,4031,5,6,2,1,3,1,3,3,3,13,1,5,3,1,2,0.08,0.0,1.2452234959036386,0.7142857142857143,0,0.75,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
543,52,7969,2,28,4,4,2,3,3,3,3,14,0,4,3,1,4,0.0961538461538461,0.0,1.0923713952136282,0.0689655172413793,1,0.75,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
544,45,2654,3,8,2,1,3,4,4,2,4,21,2,3,2,1,2,0.0444444444444444,0.0,0.8191427290946144,0.3333333333333333,1,3.333333333333333,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
546,52,16555,2,31,2,4,3,4,4,1,3,13,0,2,2,1,4,0.0961538461538461,0.1666666666666666,0.9635264654377012,0.0625,0,2.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
547,42,4556,2,19,4,1,3,3,2,3,3,11,1,3,2,2,2,0.119047619047619,0.0,1.4061847301262484,0.1,0,7.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
548,30,6091,2,11,4,3,1,4,3,3,4,20,0,2,3,1,2,0.1666666666666666,0.0,0.8349396622218861,0.1666666666666666,3,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
549,60,19566,5,33,8,1,3,1,4,1,3,11,0,5,3,1,10,0.4833333333333333,0.3666666666666666,1.1387712970555155,0.1470588235294117,0,3.5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
550,46,4810,2,19,7,3,3,3,3,2,3,14,1,5,3,1,8,0.217391304347826,0.0,0.659343256491097,0.1,0,6.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
551,42,4523,0,7,5,4,2,4,4,4,3,11,3,4,4,2,4,0.1428571428571428,0.0,0.600762673025993,0.0,1,5.6,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
554,24,3202,1,6,3,1,3,2,2,3,3,16,0,4,1,1,4,0.2083333333333333,0.1666666666666666,1.2193450114242192,0.1428571428571428,0,0.25,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
555,34,2351,0,3,2,4,1,3,4,2,3,16,1,3,2,2,0,0.0588235294117647,0.3333333333333333,0.8952779893373953,0.0,2,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
556,38,1702,1,1,0,4,3,4,3,3,4,23,1,3,2,2,0,0.0263157894736842,0.0,0.5257678963105912,0.5,1,0.5,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
558,40,18041,0,21,15,3,3,3,4,3,3,14,0,2,4,1,12,0.5,0.0476190476190476,1.0500139512510764,0.0,0,0.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
560,26,2886,1,3,2,1,3,4,2,1,4,22,2,3,3,1,2,0.1153846153846153,0.0,0.8907482728587254,0.25,1,11.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
562,30,2097,4,9,3,3,3,4,3,1,3,15,1,3,3,0,4,0.1666666666666666,0.1666666666666666,0.647788060260464,0.4,0,1.5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
564,29,11935,1,10,2,2,2,3,3,3,3,18,0,2,4,1,7,0.3448275862068966,0.0,0.7443766352429749,0.0909090909090909,1,0.75,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
565,29,2546,5,6,2,3,2,2,2,4,3,16,0,2,5,1,1,0.0689655172413793,0.3333333333333333,0.7858091138940799,0.7142857142857143,1,5.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
566,19,2564,1,1,0,1,2,4,3,4,3,12,0,3,2,1,0,0.0526315789473684,0.0,0.6053237325149029,0.5,1,0.4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
567,30,8412,0,10,8,3,3,1,3,3,3,11,0,3,4,0,8,0.3,0.7,1.2148557024606668,0.0,0,5.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,57,14118,3,32,0,1,2,4,3,2,3,12,1,3,3,1,0,0.0175438596491228,0.0,0.8216893167652956,0.0909090909090909,1,9.666666666666666,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
569,50,17046,0,28,10,2,2,3,2,3,3,15,1,2,4,1,7,0.54,0.5357142857142857,0.9921034207098192,0.0,1,7.25,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
571,30,2564,0,12,7,3,3,4,3,2,3,14,0,2,3,0,7,0.3666666666666666,0.5,0.7920498743480351,0.0,0,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
573,60,10266,4,22,13,3,2,1,4,4,3,19,0,5,3,2,11,0.3,0.6842105263157895,1.482609206070043,0.1739130434782608,1,5.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
574,47,5070,5,20,0,1,3,4,3,3,3,13,3,2,2,1,4,0.1063829787234042,0.0,0.6949834325176428,0.238095238095238,0,0.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
575,46,17861,6,26,2,1,3,3,3,1,3,13,0,2,3,1,1,0.0652173913043478,0.0,1.1139766302534373,0.2222222222222222,0,1.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
577,35,4230,0,6,4,4,1,3,3,3,3,15,0,2,3,1,3,0.1428571428571428,0.6666666666666666,1.3066969455897772,0.0,2,5.5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
578,54,3780,7,19,0,3,3,3,3,3,3,11,0,3,4,1,0,0.0185185185185185,0.0,1.1676866322291626,0.35,0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
579,34,2768,3,14,3,4,2,3,3,3,3,12,1,3,4,1,7,0.2058823529411764,0.625,0.8543282118062896,0.2,1,0.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
580,46,9071,2,15,2,3,2,4,3,3,3,19,1,3,3,1,2,0.0652173913043478,0.25,1.310028064315348,0.125,1,2.5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
581,31,10648,1,13,8,3,3,2,4,4,4,25,1,6,1,1,8,0.4193548387096774,0.0,1.459602285887152,0.0714285714285714,1,1.8,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
582,33,13610,7,15,6,2,3,3,4,4,3,12,0,2,1,1,7,0.2121212121212121,0.875,0.7921229353432265,0.4375,0,3.0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
584,33,3408,7,8,3,1,1,4,1,3,3,13,3,2,1,1,3,0.1212121212121212,0.2,1.0527714398510544,0.7777777777777778,2,2.5,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
585,30,2983,0,4,2,4,3,2,1,3,3,14,0,3,1,1,2,0.1,0.25,1.135948210205636,0.0,0,1.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
586,35,7632,4,10,7,4,3,3,3,3,3,12,0,2,3,1,0,0.2285714285714285,0.0,1.0137122972660575,0.3636363636363636,0,4.0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
587,31,9824,3,12,0,1,3,3,1,3,3,12,0,2,3,2,0,0.032258064516129,0.0,1.304862370065743,0.2307692307692307,0,5.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
590,34,9950,9,11,2,2,3,1,3,3,3,15,3,2,3,2,2,0.088235294117647,0.0,2.349052706132326,0.75,0,5.75,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
591,42,2093,4,8,2,2,3,3,4,3,3,17,1,4,2,2,0,0.0476190476190476,0.6666666666666666,0.6465524130305919,0.4444444444444444,0,1.25,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
592,36,9980,1,10,3,2,3,4,4,2,3,14,0,3,4,0,7,0.2777777777777778,0.8181818181818182,1.4413052675413045,0.0909090909090909,0,3.333333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
593,22,3894,5,4,2,3,2,3,3,3,3,16,0,3,1,2,2,0.0909090909090909,0.3333333333333333,1.2029025782805185,1.0,1,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
595,48,4051,2,14,7,2,3,4,1,3,3,14,1,2,5,1,7,0.1875,0.6,0.5850428495801427,0.1333333333333333,0,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
597,55,16835,3,37,9,1,3,2,4,3,4,23,0,2,5,1,7,0.1818181818181818,0.6363636363636364,0.9798228961427788,0.0789473684210526,1,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
599,41,6230,7,16,3,4,3,4,4,3,3,14,0,3,2,0,10,0.3414634146341463,0.0666666666666666,0.8997326469721771,0.4117647058823529,0,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
600,35,4717,9,15,9,2,3,3,3,3,3,11,0,2,3,1,9,0.3142857142857143,0.5,0.6812261469932198,0.5625,0,0.25,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
601,40,13237,7,22,6,2,3,3,3,3,3,15,0,3,3,1,13,0.5,0.238095238095238,1.8144961925514869,0.3043478260869565,0,1.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
602,39,3755,1,8,3,3,3,3,1,3,3,11,1,3,1,2,7,0.2051282051282051,0.0,1.1599638370424616,0.1111111111111111,0,2.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
604,31,6582,4,10,5,2,3,4,3,4,3,13,0,2,1,1,5,0.1935483870967742,0.0,0.9505682636229326,0.3636363636363636,0,0.4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
605,42,7406,1,10,9,4,3,1,4,2,4,21,1,5,3,1,8,0.238095238095238,0.4545454545454545,1.0151967063561464,0.0909090909090909,1,8.0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
606,45,4805,0,9,7,4,3,2,2,4,3,19,1,3,3,1,7,0.1777777777777777,0.3333333333333333,0.6939350511559087,0.0,0,0.4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,26,2741,0,8,7,2,3,3,2,2,3,11,1,2,4,2,0,0.2692307692307692,0.125,0.6471109012571563,0.0,0,5.666666666666667,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
611,29,4262,4,8,2,4,3,4,2,4,3,12,2,2,3,1,2,0.1034482758620689,0.25,0.5842247316351467,0.4444444444444444,0,3.8,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
612,33,16184,4,10,1,1,4,3,3,3,3,19,1,2,5,1,5,0.1818181818181818,0.0,1.00938344908021,0.3636363636363636,-1,0.25,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
613,31,11557,9,10,4,3,2,4,3,2,4,21,1,3,3,1,1,0.1612903225806451,0.0,0.6726351773520697,0.8181818181818182,2,2.333333333333333,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
614,18,1878,1,0,0,2,3,2,4,3,3,14,0,3,3,2,0,0.0,0.0,0.7151561309977151,1.0,0,1.25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
615,40,10932,3,20,0,3,1,1,3,3,3,15,1,2,3,0,1,0.025,0.0,1.5787925034831205,0.1428571428571428,2,7.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,41,6811,2,10,7,1,2,3,1,3,3,17,0,3,4,0,7,0.1951219512195122,0.0,0.9046638439044966,0.1818181818181818,1,0.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
618,26,4306,5,8,0,1,3,3,1,3,3,12,2,5,2,1,0,0.0,0.0,0.6218697877788435,0.5555555555555556,0,7.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
620,35,4859,1,5,4,1,3,3,4,3,3,16,0,3,3,1,3,0.1428571428571428,0.0,0.7017336968921041,0.1666666666666666,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
621,34,5337,1,10,7,4,4,4,4,3,3,12,0,3,4,1,7,0.2941176470588235,0.4545454545454545,0.7707661535939823,0.0909090909090909,-1,5.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
622,26,2340,1,1,0,3,1,4,2,1,3,18,0,3,3,1,0,0.0384615384615384,0.0,0.7228536294751958,0.5,2,12.0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
623,37,7491,4,12,5,2,3,4,4,4,3,17,0,3,3,1,2,0.1621621621621621,0.1428571428571428,1.026848302364825,0.3076923076923077,0,0.2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
624,46,10527,5,28,2,1,3,3,4,2,3,11,0,3,1,2,2,0.0434782608695652,0.3333333333333333,1.398237598705423,0.1724137931034483,0,6.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
625,41,16595,7,22,16,2,3,1,2,3,3,16,1,2,5,1,8,0.4390243902439024,0.5789473684210527,0.965854526966998,0.3043478260869565,0,0.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
626,37,8834,1,9,5,1,3,2,4,3,3,13,1,6,4,0,7,0.2432432432432432,0.7,1.2758006746953792,0.1,0,2.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
630,52,5577,3,18,9,4,3,1,2,3,3,12,2,3,2,1,9,0.1923076923076923,0.5454545454545454,1.7213108516053748,0.1578947368421052,0,1.5,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
631,32,4707,8,6,2,4,4,3,4,3,3,12,0,2,4,0,2,0.125,0.2,0.6797819533383688,1.1428571428571428,-1,2.75,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
632,24,2400,0,3,2,4,3,4,3,3,3,13,2,3,3,2,1,0.0833333333333333,0.6666666666666666,0.913937547600914,0.0,0,6.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
634,38,9824,3,18,0,3,3,3,3,3,3,19,1,4,3,1,0,0.0263157894736842,0.0,1.304862370065743,0.1578947368421052,0,2.5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
635,37,6447,6,8,5,2,3,2,2,2,3,12,1,2,4,1,3,0.1621621621621621,0.5714285714285714,0.8837392878582334,0.6666666666666666,0,0.3333333333333333,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
638,49,19502,1,31,9,4,2,3,3,3,3,17,1,5,4,1,9,0.6326530612244898,0.0,1.216324519523125,0.03125,1,4.5,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
639,24,2725,1,6,5,2,4,4,2,3,3,11,2,3,3,1,4,0.25,0.1428571428571428,0.8410564946431138,0.1428571428571428,-1,5.75,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
641,26,6272,1,6,3,1,3,2,4,4,4,20,2,5,2,1,4,0.1923076923076923,0.1666666666666666,0.9057982603225514,0.1428571428571428,1,5.6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
643,24,2127,1,1,0,4,2,2,4,3,4,21,1,2,2,1,0,0.0416666666666666,0.0,0.657055414484505,0.5,2,4.25,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
644,50,18200,1,32,5,1,3,2,3,3,3,11,1,2,3,2,7,0.64,0.303030303030303,1.059267995830031,0.0303030303030303,0,0.75,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
645,25,2096,1,7,4,2,3,3,3,3,3,11,0,1,1,1,6,0.28,0.0,0.7981721249047982,0.125,0,3.25,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
647,24,2886,1,6,3,1,3,3,4,3,3,16,1,4,3,2,2,0.25,0.1428571428571428,0.8915194763527415,0.1428571428571428,0,1.75,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
648,30,2033,1,1,0,2,2,1,3,4,3,18,1,2,4,2,0,0.0333333333333333,0.0,0.7741812642802742,0.5,1,2.4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
649,34,3622,1,6,5,2,2,4,4,3,3,13,1,3,2,1,3,0.1764705882352941,0.1428571428571428,1.1179106875586635,0.1428571428571428,1,0.25,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
650,31,4233,2,9,1,2,3,1,3,1,3,17,0,2,4,1,2,0.0967741935483871,0.25,0.6113271740984311,0.2,0,6.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
652,35,3681,4,9,2,1,2,4,4,3,3,14,0,3,2,1,2,0.0857142857142857,0.0,1.1371043632898272,0.4,1,6.25,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
653,31,5460,4,13,7,1,4,4,4,4,4,22,2,4,4,1,7,0.2258064516129032,0.625,0.7885297355486496,0.2857142857142857,0,1.2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
655,27,2187,0,6,3,1,2,3,3,2,3,12,2,5,4,1,3,0.1851851851851851,0.0,0.675005707810822,0.0,1,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
656,37,9602,4,17,0,4,3,3,3,2,3,11,1,3,3,1,0,0.081081081081081,0.25,1.3867147473879369,0.2222222222222222,0,0.6666666666666666,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
657,20,2836,1,1,0,4,2,2,4,4,3,13,0,0,3,1,0,0.05,0.0,0.8753160435992187,0.5,1,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
659,42,4089,1,10,2,3,3,4,2,3,3,13,2,4,4,1,2,0.238095238095238,0.1818181818181818,0.5431170837946684,0.0909090909090909,0,0.5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
661,43,16627,4,21,0,2,2,4,3,2,3,14,1,3,4,1,0,0.0232558139534883,0.0,1.0370130133376576,0.1818181818181818,1,2.0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
662,38,2619,3,8,0,3,3,1,4,2,3,17,0,3,1,1,0,0.0,0.0,0.8083401686129597,0.3333333333333333,0,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
663,43,5679,3,10,7,4,3,3,2,3,3,13,1,3,5,2,7,0.1860465116279069,0.4444444444444444,1.754310154610956,0.2727272727272727,0,2.25,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
664,48,15402,7,21,2,4,2,1,1,1,3,11,1,3,4,1,2,0.0625,0.0,0.8964200918557219,0.3181818181818182,1,0.5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
665,44,5985,4,10,2,1,2,3,2,4,3,11,0,1,4,1,2,0.0454545454545454,0.0,1.4129729091660272,0.3636363636363636,1,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
666,34,2579,1,8,2,3,3,3,4,3,3,18,2,3,3,1,6,0.2352941176470588,0.0,0.982102056359482,0.1111111111111111,0,3.5,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
667,27,3041,0,5,3,3,3,1,2,3,3,11,1,3,1,1,2,0.1481481481481481,0.0,1.158035034272658,0.0,0,0.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
669,21,3447,1,3,2,3,3,3,3,3,3,11,0,2,1,1,2,0.1428571428571428,0.25,1.3126428027418129,0.25,0,5.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
671,44,19513,4,26,2,4,3,4,1,4,3,12,1,2,4,1,1,0.0454545454545454,0.0,1.1356866155291976,0.1481481481481481,0,0.6,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
675,22,2773,0,3,2,1,3,3,4,3,4,20,0,3,1,1,2,0.0909090909090909,0.6666666666666666,0.8558714347322403,0.0,1,1.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
677,33,7104,0,6,0,3,3,3,4,3,3,12,0,3,4,1,2,0.1515151515151515,0.1666666666666666,1.025955172406155,0.0,0,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
679,32,6322,1,6,4,1,3,4,4,2,3,12,1,2,4,1,5,0.1875,0.0,1.951251067572024,0.1428571428571428,0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
680,30,2083,1,1,0,3,3,3,3,3,4,20,1,2,3,2,0,0.0333333333333333,0.0,0.6429066709510481,0.5,1,0.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
682,53,8381,7,18,7,4,3,1,4,4,4,20,0,2,1,1,10,0.2641509433962264,0.5333333333333333,1.2103787021306287,0.3684210526315789,1,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
